Unitats;UTM (X);Explotador/s;Denominació comercial;Superfície;Signatura;Inici d'activitat;Localitat;Municipi;Subgrup;Excepcions ratio turístic;Memoria descriptiva;Categoria;Hotel de ciutat;Places;Grup;Estat;UTM(Y);Direcció;longitude;latitude
9;511748.14;ANTONIA ADROVER MAS;SON CAPELLOT;;AG/186;29/04/2009;Felanitx;FELANITX;Allotjaments;;;;;17;Agroturisme;Alta;4367416.72;PARCEL.LES, 132,133,134 DEL POLIGON 53, S/N. 07200 FELANITX, Mallorca;3.1365540045857654;39.456238283537765
10;468213.561917;RUSH HOTELS BALEARS, SL (B57717183);S´HORT DE CANET;;AG/187;19/06/2009;Esporles;ESPORLES;Allotjaments;;;;;28;Agroturisme;Alta;4389730.05265;Carretera VALLDEMOSSA - ESPORLES, KM. 1, POL. 4 PARCELAS 53-54, S/N. ESPORLES, Mallorca;2.6294666673076232;39.65678154719151
8;518921.029394;CATHLEEN HUBERT (X8403025K);SA TANCA D´ES GARBELLO;;AG/188;06/07/2009;Cala D´Or;SANTANYÍ;Allotjaments;;;;;16;Agroturisme;Alta;4359915.88447;CTRA. CALONGE-CALA D´OR KM 2.800, S/N. 07650 Cala D´Or, SANTANYÍ, Mallorca;3.2197149996213157;39.388523213989934
20;;POLLENSA BELLAMAR INVESTMENTS, SL (B57726192);SON GALCERAN;;AG/189;21/10/2009;Esporles;ESPORLES;Allotjaments;;;;;39;Agroturisme;Alta;;Polígon 5 PARCEL.LA 23. 07190 ESPORLES, Mallorca;;
7;513822.1;LEIPZIGER Y PARTNER RELACIONES PUBLSL (B07172315);SON VENT;;AG/19;18/10/1993;Felanitx;FELANITX;Allotjaments;;;;;16;Agroturisme;Alta;4361205.42;POLIG.37, PARCELA 174, S/N. 07200 FELANITX, Mallorca;3.160532036832209;39.40023958468211
11;534658.89;PLAYAS DE ARTA, SL (B07122005);SA DUAIA D´ABAIX;;AG/190;04/12/2009;Artà;ARTÀ;Allotjaments;;;;;22;Agroturisme;Alta;4399150.65;Polígon 6 Parcel·la 3. 07570 ARTÀ, Mallorca;3.404511874761377;39.741549927195756
2;483065.653633;SON BERGA, SA (A07266695);SON BERGA;;AG/193;01/02/2010;Alaró;ALARÓ;Allotjaments;;;;;4;Agroturisme;Alta;4397091.34658;POLÍGON 2, PARCEL·LES PART DE LA 9, 131 I PART DE LA 132, S/N. 07340 ALARÓ, Mallorca;2.8024065682989985;39.723531788506435
5;487765.48;MIGUEL MONSERRAT VIDAL;SON PIERAS;;AG/195;03/03/2010;Llucmajor;LLUCMAJOR;Allotjaments;;;;;10;Agroturisme;Alta;4371622.19;LLUCMAJOR - S´ARANJASSA, KM 3, PARCEL·ES 371, 867 I 868, S/N. 07620 LLUCMAJOR, Mallorca;2.8577154209548223;39.49412528334516
13;;FINEQUIPO, SA (A40003360);ES REVELLAR;;AG/196;24/02/2010;Campos;CAMPOS;Allotjaments;;;4 estrelles Superior;;26;Agroturisme;Alta;;Finca CAMÍ DES REVELLAR, S/N, KM 3.70, POLIGON 4 PARCEL·LA 74, S/N. 07630 CAMPOS, Mallorca;;
14;487841.5;HOTEL CAS CAMPER, SL (B75821751);ES QUATRE CANTONS;;AG/198;03/03/2010;Binissalem;BINISSALEM;Allotjaments;;;;;28;Agroturisme;Alta;4390443.15;Avinguda POLIGON 3, PARCEL·LES 81, 82, S/N. 07350 BINISSALEM, Mallorca;2.858254501242185;39.66371132551563
6;504577.5;CAN FAVETA ENT. SPJ (E67904094);CAN FAVETA;;AG/2;30/06/1992;Alcúdia;ALCÚDIA;Allotjaments;;;;;12;Agroturisme;Alta;4408062.91;Carretera PALMA-ALCUDIA. KM 44, POLÍGON 6 PARCEL·LA 590, S/N. 07400 ALCÚDIA, Mallorca;3.0534878053456596;39.822543107614784
3;519069.505857;MIGUEL RIERA ALCOVER;SON VERD;;AG/20;04/02/1994;Manacor;MANACOR;Allotjaments;;;;;12;Agroturisme;Alta;4390716.07266;MANACOR-COLONIA DE SANT PERE, KM 11,9, S/N. 07500 MANACOR, Mallorca;3.2223223882987604;39.66604415529126
3;520228.107134;SA COVA, SAT (F07973704);SA COVA;;AG/202;03/03/2010;Manacor;MANACOR;Allotjaments;;;;;10;Agroturisme;Alta;4378375.28807;POLIGON 2, PARCEL·LES 62 I 190, S/N. 07500 MANACOR, Mallorca;3.2354529145639446;39.554822930954884
8;490884.96;SON GUARDIOLA SL (B07902091);SON GUARDIOLA;;AG/204;03/03/2010;Llucmajor;LLUCMAJOR;Allotjaments;;;;;16;Agroturisme;Alta;4368418.73;POLÍGON 47, PARCEL·LA 36, S/N. 07620 LLUCMAJOR, Mallorca;2.8940379754919023;39.465298929425884
6;520560.15;SOS FERRES MOREY, SL (B57055154);SOS FERRES DEN MOREY;;AG/205;11/03/2010;Manacor;MANACOR;Allotjaments;;;;;12;Agroturisme;Alta;4391308.47;MANACOR-COLONIA DE SAT PERE, KM. 10.7, S/N. 07500 MANACOR, Mallorca;3.2397194142208035;39.67134723087628
10;530331.27;MONTE ROSADO GMBH & CO. KG (N0374125C);SES CASES DE FETGET;;AG/206;19/03/2010;Son Servera;SON SERVERA;Allotjaments;;;;;18;Agroturisme;Alta;4387428.26;Carretera CRTA. VIEJA SON SERVERA-ARTÀ, KM. 1.5, S/N. 07550 SON SERVERA, Mallorca;3.3534651875142485;39.636094851867
8;472454.76;BINIFORANI NOU SL (B07761588);BINIFORANI NOU;;AG/207;19/11/2010;Bunyola;BUNYOLA;Allotjaments;;;;;16;Agroturisme;Alta;4397076.37;POLIGON 8, PARCEL·LES 106,107, S/N. 07110 BUNYOLA, Mallorca;2.678598587604432;39.72312011946358
12;512798.006841;NOS HOMES MALLORCA, SL (B75763870);SON VALLS;;AG/209;04/02/2011;Felanitx;FELANITX;Allotjaments;;;;;24;Agroturisme;Alta;4368947.82471;Plaça POLIGON 8, PARCEL·LA 131, S/N. 07200 FELANITX, Mallorca;3.148786423312522;39.470019500311444
7;;GACARI, SL (B07558281);SON BURGUÉS;;AG/210;07/12/2010;Petra;PETRA;Allotjaments;;;;;24;Agroturisme;Alta;;Polígon 3 Parcel·la 222, 755, 756. 07520 PETRA, Mallorca;;
8;504577.36;DESTILERIAS SANTA MARIA, SL (B07086747);SON SIMO VELL;;AG/211;17/01/2011;Alcúdia;ALCÚDIA;Allotjaments;;;;;16;Agroturisme;Alta;4407833.84;Polígon 6, PARCEL·LA 591. ALCÚDIA, Mallorca;3.0534845693425434;39.820479169986754
12;498032.4187;HURSTHAVER ENTERPRISES, SL (B06999577);FINCA SA CANOVA;;AG/212;09/05/2011;Campos;CAMPOS;Allotjaments;;;;;32;Agroturisme;Alta;4366221.29598;Carretera LLUCMAJOR - CAMPOS, KM. 33,6, S/N. 07630 CAMPOS, Mallorca;2.977133396699502;39.44554464427379
10;519767.77;RÖSTIZZERIA GMBH SUCURSAL EN ESPAÑA (W0393058C);SA PLETASSA;;AG/213;19/10/2011;Felanitx;FELANITX;Allotjaments;;;;;20;Agroturisme;Alta;4361852.21;Polígon 31, PARCEL·LA 174 - SA PLETASSA. 07669 FELANITX, Mallorca;3.2296046477000497;39.405951819649964
13;520228.107134;NEUE WEGE ESPAÑA, SLU (B57985798);SON MOLA VELL;;AG/214;12/03/2012;Son Macià;MANACOR;Allotjaments;;;;;26;Agroturisme;Alta;4378375.28807;SON MACIA - CALES DE MALLORCA, 60. 07509 Son Macià, MANACOR, Mallorca;3.2354529145639446;39.554822930954884
12;457739.242598;AZ SUEÑO HOTEL, SL (B57739609);CAN ESTADES;;AG/215;15/02/2012;Calvià;CALVIÀ;Allotjaments;;;;;25;Agroturisme;Alta;4378054.93211;DE SON PILLO (POL. 15, PARC. 291), 15. 07184 CALVIÀ, Mallorca;2.508116433227934;39.55113401914699
14;472322.36;AGROTURISMO CORAZON, SL (B16909368);AGROTURISMO CORAZÓN;;AG/217;14/12/2012;Sóller;SÓLLER;Allotjaments;;;;;30;Agroturisme;Alta;4402654.71;Carretera SOLLER - DEIA, POLÍGON 1, PARCEL·LES 415, 417 I 424, S/N. 07100 SÓLLER, Mallorca;2.6768189976389793;39.77337696409077
56;487206.987059;SA BASSA PLANA SL (B07851108);SA BASSA PLANA;;AG/218;16/11/2012;Llucmajor;LLUCMAJOR;Allotjaments;;;;;112;Agroturisme;Alta;4366737.53342;CABO BLANCO, KM. 25,4, S/N. 07600 LLUCMAJOR, Mallorca;2.851314014292604;39.45010349502445
4;491314.685871;INVERSIONES REKACHA, SLU (B83874537);SA ROTA DE CAN CASETES;;AG/219;27/12/2012;Caimari;SELVA;Allotjaments;;;;;8;Agroturisme;Alta;4402554.18922;Carretera LLUCH, S/N. 07314 Caimari, SELVA, Mallorca;2.8985856206857394;39.77287690423707
6;501619.0;S´HORT DES TURO CB (E07684368);S´HORT D´ES TURO;;AG/22;22/02/1994;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;;;12;Agroturisme;Alta;4353517.07;Carretera SES SALINES.COL.SANT JORDI, KM.2,5, S/N. 07640 Colònia De Sant Jordi, SES SALINES, Mallorca;3.0187847854238594;39.331070709263905
8;464564.515364;AGRICOLA DE PROMOCIONES SA (A07032295);SON TUGORES;;AG/220;27/12/2012;Esporles;ESPORLES;Allotjaments;;;;;16;Agroturisme;Alta;4390412.85206;PALMA -VALLDEMOSSA, KM 10,2, S/N. 07190 ESPORLES, Mallorca;2.5868942261332446;39.662790151559214
8;515015.57;Jose Miguel Segurado Parera;ES PUJOL AGROTURISME;0;AG/221;27/12/2012;Alqueria Blanca;SANTANYÍ;Allotjaments;;;;;26;Agroturisme;Alta;4360807.92;Polígon 9, PARC 1091. 07691 Alqueria Blanca, SANTANYÍ, Mallorca;3.1743842084667855;39.39663788178239
4;495300.17;NATALIE SCHULER SAONA;CAN CARRO;;AG/223;19/03/2014;Campos;CAMPOS;Allotjaments;;;;;11;Agroturisme;Alta;4362309.48;Polígon 1, PARC 121. 07630 CAMPOS, Mallorca;2.945407592802894;39.4102859088235
8;;BLASC GESTION, SL (B56077662);ALQUERIA S´ERMITA;;AG/224;14/12/2012;Campos;CAMPOS;Allotjaments;;;;;16;Agroturisme;Alta;;Polígon 15 Parcel·la 234,267. 07630 CAMPOS, Mallorca;;
9;;MARRUTXO SL (B07044399);SON SALAS;;AG/225;24/12/2012;Sóller;SÓLLER;Allotjaments;;;;;18;Agroturisme;Alta;;DE SON SALAS, 58. 07100 SÓLLER, Mallorca;;
7;506204.99;FINCA S´HORT DE CAN CARRIÓ, SL (B02780468);S´HORT DE CAN CARRIO;;AG/226;17/01/2013;Salines (Les);SES SALINES;Allotjaments;;;;;14;Agroturisme;Alta;4356072.52;Camí DE CAS PERETS, 2. 07640 Salines (Les), SES SALINES, Mallorca;3.0720182936484473;39.35407665785039
5;502644.478605;FINCA SON JORBO SL (B57252785);FINCA SON JORBO;;AG/227;07/03/2013;Porreres;PORRERES;Allotjaments;;;;;11;Agroturisme;Alta;4373072.21326;Polígon 17, PARCEL·LA 560. 07260 PORRERES, Mallorca;3.0307604630394986;39.50727382181772
19;;S´HORT DE MONNABER, SL (B07886021);S´HORT DE MONNABER;;AG/229;04/03/2016;Campanet;CAMPANET;Allotjaments;;;;;42;Agroturisme;Alta;;FINCA MONNABER NOU S/N. POL. 10 PARC. 191, S/N. 07310 CAMPANET, Mallorca;;
8;520493.78;CAN PATRO, SL (B57010191);CAN PATRO;;AG/230;19/03/2013;Manacor;MANACOR;Allotjaments;;;;;16;Agroturisme;Alta;4376455.07;Polígon 33, PARC 29. 07500 MANACOR, Mallorca;3.2384860578331502;39.53751463211631
4;472265.32;SON MICO, CB (E57753154);SON MICO;;AG/231;31/05/2013;Sóller;SÓLLER;Allotjaments;;;;;8;Agroturisme;Alta;4402458.23;Polígon 5, PARC 598, CTRA. M-10, KM 56´7. 07100 SÓLLER, Mallorca;2.6761612693340213;39.77160482020719
20;498499.6;ES FIGUERAL GRAN, SL (B57038804);SA BARRALA NOVA;;AG/232;31/05/2013;Campos;CAMPOS;Allotjaments;;;;;10;Agroturisme;Alta;4356761.75;Polígon 286, 21, PARCELA. 07630 CAMPOS, Mallorca;2.982584040663259;39.36030815296809
12;475516.623598;AMPARO ISABEL RODRÍGUEZ FERNÁNDEZ;FINCA SON BAUZANET;;AG/233;04/07/2013;Palma;PALMA;Allotjaments;;;;;6;Agroturisme;Alta;4376739.02387;SON BAUZANET, S/N, POLÍGON 9 PARCEL·LA 14, S/N. 07010 PALMA, Mallorca;2.71507705467386;39.53996864972263
2;495042.931483;CONSTRUCCIONES PERELLÓ 3001 SLU (B57103319);ES MITJA FONDO;;AG/235;02/08/2013;Inca;INCA;Allotjaments;;;;;4;Agroturisme;Alta;4395763.92757;INCA-LLUBI KM. 5,6, POLÍGON 6 PARCEL·LA 158, S/N. 07300 INCA, Mallorca;2.942169748128682;39.7117251639478
2;454149.67;PUNTO INTERMEDIO, SL (B87891578);SON HORTOLÀ;;AG/236;06/08/2013;Capdellà (El);CALVIÀ;Allotjaments;;;;;4;Agroturisme;Alta;4382367.95;Polígon 3 PARCEL·LA 145. 07196 Capdellà (El), CALVIÀ, Mallorca;2.466040112608284;39.58981033735605
3;504902.04;ISABEL MARIA FERRER MAS;SON CALCO;;AG/237;07/08/2013;Campos;CAMPOS;Allotjaments;;;;;6;Agroturisme;Alta;4361367.93;Polígon 14 PARCEL·LA 18. 07630 CAMPOS, Mallorca;3.0569343432297584;39.40180073673606
5;489113.41;EL HOGAR DEL CABALLO, SL. (B57476699);CAN PAULINO;;AG/238;30/08/2013;Llucmajor;LLUCMAJOR;Allotjaments;;;;;12;Agroturisme;Alta;4374259.9;Polígon 10, PARCEL·LA 60, 61, 62 I 76,  CAMÍ VELL D´ALGAIDA. 07620 LLUCMAJOR, Mallorca;2.8733483532927337;39.51791062720264
13;493115.35;FONDO DE ARDILLA S.L. (B57414682);SON AMETLER;23829;AG/239;13/08/2013;Moscari;SELVA;Allotjaments;;;;;26;Agroturisme;Alta;4402523.83;Carrer SON RIERA, S/N, POL. 18 PARC. 147, S/N. 07314 Moscari, SELVA, Mallorca;2.9196114355919764;39.77261983043411
6;507943.06158;INMOBILIARIA FORMENTOR SA (A07010937);SES CASES VELLES DE FORMENTOR;;AG/24;01/03/1994;Port De Pollença;POLLENÇA;Allotjaments;;;;;12;Agroturisme;Alta;4417931.64262;PTO POLLENSA-FORMENTOR,KM9,5, S/N. 07470 POLLENÇA, Mallorca;3.0929340420964633;39.91143557922511
11;;CAP ISENY, S.L. (B57491326);AGROTURISME SES ILLES;;AG/241;22/08/2016;Inca;INCA;Allotjaments;;;;;22;Agroturisme;Alta;;Polígon DISEMINADOS, POLIGONO 4 PARCELA 105. 07300 INCA, Mallorca;;
5;468058.770868;THE ISLAND COMPANY SL (B61258927);SON VISCOS;;AG/243;30/09/2013;Valldemossa;VALLDEMOSSA;Allotjaments;;;;;10;Agroturisme;Alta;4395031.83283;VELL DE VALLDEMOSSA,  SON VISCOS S/N, S/N. 07170 VALLDEMOSSA, Mallorca;2.627405692983771;39.70454539738094
5;459226.39;AGROTURISME SA CAMPANETA SL (B57974487);CASA RURAL SA CAMPANETA;;AG/245;15/04/2014;Puigpunyent;PUIGPUNYENT;Allotjaments;;;;;10;Agroturisme;Alta;4389302.02;PUIGPUNYENT-ESPORLES KM.4,5, POL. 2 PARCEL·LA 174, S/N. 07194 PUIGPUNYENT, Mallorca;2.524732962713148;39.65254351182834
8;529236.82;TOMAS SUREDA UMBERT;SA GRUTA VELLA;;AG/246;29/01/2014;Portocristo;MANACOR;Allotjaments;;;;;16;Agroturisme;Alta;4380463.66;DE SA GRUTA, POLIGON, 11, PARCELA 84, S/N. 07680 Portocristo, MANACOR, Mallorca;3.340403846732267;39.57338010988617
12;491904.45;JUAN SOLIVELLAS BERROCAL;CAN GRAU;;AG/247;29/01/2014;Sencelles;SENCELLES;Allotjaments;;;;;34;Agroturisme;Alta;4391950.98;SON LLUNY, S/N POL. 4 PARC. 30, S/N. 07140 SENCELLES, Mallorca;2.9056023786108245;39.67734548046889
5;495652.819697;PUNTA DE SA CRESTA, S.L. (B57047896);CAN PINA;;AG/248;23/04/2014;Costitx;COSTITX;Allotjaments;;;;;17;Agroturisme;Alta;4389515.11308;GORG, S/N POL. 2 PARC. 174 I 175, S/N. 07144 COSTITX, Mallorca;2.949326005633896;39.65542484436856
3;508108.074464;CATALINA CARBONELL COLOMBRAN;SON NIELL;;AG/249;27/01/2014;Maria De La Salut;MARIA DE LA SALUT;Allotjaments;;;;;6;Agroturisme;Alta;4391630.18132;SON NIELL, S/N, S/N. 07519 MARIA DE LA SALUT, Mallorca;3.0945397212864143;39.674454870756925
11;470869.3079999997;MUKI TURISMO, SL (B16635393);LOS NARANJOS;;AG/251;18/02/2014;Son Sardina;PALMA;Allotjaments;;;;;22;Agroturisme;Alta;4387333.2895;DESTRE, 61. -, -;2.6605296850434113;39.63528087599556
5;495042.931483;BARTOLOME SIQUIER TORRES;BINISSATI VELL;;AG/252;03/04/2014;Inca;INCA;Allotjaments;;;;;8;Agroturisme;Alta;4395763.92757;Polígon 7. PARCELA, 689. 07300 INCA, Mallorca;2.942169748128682;39.7117251639478
10;;HORT CAN CAPITÀ, SL (B67738716);CAN CAPITA;;AG/253;26/03/2014;Ariany;ARIANY;Allotjaments;;;;;22;Agroturisme;Alta;;Polígon 5 Parcel·la 302. 07529 ARIANY, Mallorca;;
8;498920.18;Nathalie Andrea  Theresa Korcz (X2970158F);FINCA CAN COREM;;AG/254;26/05/2014;Campos;CAMPOS;Allotjaments;;;;;27;Agroturisme;Alta;4366826.59;Polígon ,6, PARCELA Nº 354. 07630 CAMPOS, Mallorca;2.987449696454655;39.451000314597756
12;478732.233003;ES CABÀS S.L. (B07963812);FINCA ES CABÀS;2537000;AG/255;12/05/2014;Santa Maria Del Camí;SANTA MARIA DEL CAMÍ;Allotjaments;;;;;26;Agroturisme;Alta;4389864.15525;Carretera VIEJA DE BUNYOLA, KM. 2,4(QUARTER 5, PARCELA 259), S/N. 07320 SANTA MARIA DEL CAMÍ, Mallorca;2.7520767645714526;39.6583162852
7;506356.893344;EDIFICACIONES VIAL, SL (B07083728);L´ULLAL;45301;AG/256;04/12/2014;Port De Pollença;POLLENÇA;Allotjaments;;;;;36;Agroturisme;Alta;4.416865158E9;Carretera MA 2220 - KM. 59,8-L´ULLAL ANTIGUA ETV, S/N. 07460 Port De Pollença, POLLENÇA, Mallorca;-177.06085361399704;20.215651657833845
5;523747.18;SALVADOR GRIMALT LLULL;SON FORTEZA;;AG/257;22/12/2014;Manacor;MANACOR;Allotjaments;;;;;10;Agroturisme;Alta;4373239.41;Polígon 20 PARCELA 07 I PARTE DE PARCELA 03. 07500 MANACOR, Mallorca;3.276230669158698;39.508456277870266
2;493296.3;BARTOLOME SEGUI VERGER;SON BIELÓ;;AG/259;20/01/2015;Llucmajor;LLUCMAJOR;Allotjaments;;;;;4;Agroturisme;Alta;4358761.2;Polígon 25 PARCEL·LA 13. 07639 LLUCMAJOR, Mallorca;2.9221665391506577;39.37830003874218
7;521992.73;GREEN LIFE WELLNESS, SL (B76341676);SON TIRANO NOU;;AG/260;22/12/2014;Manacor;MANACOR;Allotjaments;;;;;22;Agroturisme;Alta;4378317.17;Camí DE LES TALAIOLES (POL. 30, PARCEL.LA 117), S/N. 07500 MANACOR, Mallorca;3.2559908187814304;39.554255838891244
14;475586.62;DORTI SL (B07172596);SON GREC PETIT RESORT;;AG/261;02/02/2015;Sóller;SÓLLER;Allotjaments;;;4 estrelles Superior;;28;Agroturisme;Alta;4402716.03;Polígon 4, PARCEL·LA 315 I POLÍGON 5, PARCEL·LA 255. 07100 SÓLLER, Mallorca;2.7149317352055515;39.77402933454232
4;478794.039558;INVERSIONES KIPE, SL (B31267404);FINCA SON MIR;;AG/262;17/02/2015;Palma;PALMA;Allotjaments;;;;;9;Agroturisme;Alta;4381971.46109;Carretera VIEJA DE SINEU KM 7,250, S/N. 07198 PALMA, Mallorca;2.753050147760777;39.58720222712329
5;500777.372401;JOSE FRANCISCO CONRADO DE VILLALONGA;SON COLLELL;;AG/263;26/02/2015;Montuïri;MONTUÏRI;Allotjaments;;;;;12;Agroturisme;Alta;4378907.96891;MANACOR P.K. 31 - POLIGONO 11 PARCELA 997, S/N. 07230 MONTUÏRI, Mallorca;3.0090491876408505;39.55986078553793
3;508246.08;JOSE FRANCISCO OBRADOR RAMIS DE AYREFLOR;ES ROSSELLS;;AG/265;30/03/2015;Cas Concos Del Cavaller;FELANITX;Allotjaments;;;;;6;Agroturisme;Alta;4362487.43;Polígon 143, 40, PARCEL·LA 165. VOLTA 3. 07208 Cas Concos Del Cavaller, FELANITX, Mallorca;3.0957871815125064;39.411862741998114
3;488974.1;JOSE SIQUIER SAMPOL;MOREYO VEY;;AG/267;30/03/2015;Biniali;SENCELLES;Allotjaments;;;;;12;Agroturisme;Alta;4386949.26;Polígon 12, PARC 49. 07143 Biniali, SENCELLES, Mallorca;2.8715167594900572;39.632245592587566
11;526209.135326;Sansó Explotacions, SL (B57725962);CAS CABO NOU;23634;AG/269;15/04/2015;Sant Llorenç Del Cardassar;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;;;22;Agroturisme;Alta;4385324.10097;Finca CAS CABO, POLIGON 3, PARC 852-609-610, S/N. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3053452748221006;39.61727207408541
2;473624.962296;JUAN MORELL FERNANDEZ;SIERRA DE ALFABIA;;AG/27;19/04/1994;Bunyola;BUNYOLA;Allotjaments;;;;;6;Agroturisme;Alta;4397020.79377;PALMA - SOLLER, KM.20, S/N. 07110 BUNYOLA, Mallorca;2.6922546954645545;39.722656367415176
10;526209.135326;HERMANOS DOMENGE SANCHO S.L. (B07659501);S´ARBOÇAR;235264;AG/270;15/04/2015;Sant Llorenç Del Cardassar;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;;;29;Agroturisme;Alta;4385324.10097;Polígon 8, PARCEL·LA 507. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3053452748221006;39.61727207408541
15;492957.71;EXPLOTACION HOTELERA CALA MILLOR SL (B07676836);SA VINYA DES CONVENT;;AG/271;15/04/2015;Inca;INCA;Allotjaments;;;4 estrelles;;30;Agroturisme;Alta;4396313.6;Polígon 12 PARCEL·LA 401. 07300 INCA, Mallorca;2.9178372399078945;39.71666317914449
16;;HABITAT 70 SA (A07126469);SA NAU;;AG/272;11/05/2015;Felanitx;FELANITX;Allotjaments;;;;;48;Agroturisme;Alta;;Polígon 32 Parcel·la 11. -, -;;
1;481984.22;ANTONIA BISBAL COLOM;BINI GRAN;;AG/273;13/10/2015;Cala Tuent;ESCORCA;Allotjaments;;;;;2;Agroturisme;Alta;4407720.12;Polígon 4, PARC 58, 59, 60, CARRETERA MA, KM 38. 07315 Cala Tuent, ESCORCA, Mallorca;2.7894967709197966;39.8192759207326
1;500156.85;DANIEL DANES SOLER;SON PESCA VELL;;AG/275;20/05/2015;Campos;CAMPOS;Allotjaments;;;;;2;Agroturisme;Alta;4367967.4;DE SA COMUNA. POLIGON 7, PARCEL.LA 410, S/N. 07630 CAMPOS, Mallorca;3.001823271164732;39.46128041656598
2;501873.92;FORMATGES BURGUERA, SAT BA-71 (G57313157);SA CASETA DE SES VAQUES SON COVAS;;AG/276;28/08/2015;Campos;CAMPOS;Allotjaments;;;;;8;Agroturisme;Alta;4357450.48;Polígon 16, PARC 499. 07630 CAMPOS, Mallorca;3.021753534064331;39.36651342682699
5;464564.515364;GANADERIA SES PLANES, S.L.U (B07720394);SES ROTES;;AG/277;27/08/2015;Esporles;ESPORLES;Allotjaments;;;;;3;Agroturisme;Alta;4390412.85206;Carretera S´ESGLAIETA-ESPORLES KM 2.4, S/N. 07190 ESPORLES, Mallorca;2.5868942261332446;39.662790151559214
4;;ILLA DIVINA SL (B57847428);SA CANOVETA;;AG/279;28/09/2015;Campos;CAMPOS;Allotjaments;;;;;12;Agroturisme;Alta;;CAMPOS - COLONIA DE SANT JORDI, KM 7´1, S/N. 07630 CAMPOS, Mallorca;;
7;476049.76;RAMON-LLULL TRUYOLS BAIGET;HONOR VELL;;AG/28;25/05/1994;Bunyola;BUNYOLA;Allotjaments;;;;;12;Agroturisme;Alta;4397268.64;Carretera BUNYOLA-ORIENT,KM.4´600, S/N. 07110 BUNYOLA, Mallorca;2.7205380135257036;39.724961040219064
12;;SON MIRANDA AGROTURISMO, SL (B87743985);FINCA SON MIRANDA;97039;AG/281;13/10/2015;Sencelles;SENCELLES;Allotjaments;;;;;24;Agroturisme;Alta;;Polígon 2 Parcel·la 24. 07140 SENCELLES, Mallorca;;
6;475636.188179;GERMANS JAUME TUGORES CB (E07697675);FINCA SON AMORA;37138;AG/282;23/10/2015;Son Ferriol;PALMA;Allotjaments;;;;;12;Agroturisme;Alta;4380920.06213;Avinguda DEL CID, S/N. 07198 Son Ferriol, PALMA, Mallorca;2.7163150324776963;39.57764479272316
14;513259.087971;SON CORV 2014 S.L (B57896177);CAN PERE REI;0;AG/283;23/10/2015;Son Serra De Marina;SANTA MARGALIDA;Allotjaments;;;;;49;Agroturisme;Alta;4396805.83895;Polígon 11 PARCEL·LA 18. Son Serra De Marina, SANTA MARGALIDA, Mallorca;3.1547041808455867;39.72102437160701
5;480748.87;FINCA COMASSEMA,SL (B07278997);FINCA COMASEMA;;AG/284;23/10/2013;Orient;BUNYOLA;Allotjaments;;;;;10;Agroturisme;Alta;4400372.91;COMASEMA, S/N. 07349 Orient, BUNYOLA, Mallorca;2.7752780385771185;39.75304998412942
3;;Aina Yrla Obrador;SON RAMONET PETIT;;AG/285;22/08/2016;Felanitx;FELANITX;Allotjaments;;;;;8;Agroturisme;Alta;;Polígon 52 PARCEL-LES 10,11,27 I 93 POLIGON 60 PARCEL-LES 311. FELANITX, Mallorca;;
3;;SA BARRALA, SL (B57061210);SA BARRALA;;AG/286;09/12/2015;Campos;CAMPOS;Allotjaments;;;;;10;Agroturisme;Alta;;SA BARRALA S/N (POL. 21 PARC. 230 I POL. 17 PARC 347), S/N. 07630 CAMPOS, Mallorca;;
10;480456.262624;DOING STRATEGIES, SL (B66991928);ANTONIAS FINCA AGROTURISMO;;AG/287;09/12/2015;Santa Maria Del Camí;SANTA MARIA DEL CAMÍ;Allotjaments;;;;;20;Agroturisme;Alta;4390503.02734;Polígon 4 PARCEL·LES 457-379-459 I 479. -, -;2.772155114912518;39.664113848059394
10;;CA´N TONI CASTAÑER SL (B57600785);CA´N QUATRE;;AG/288;12/02/2016;Sóller;SÓLLER;Allotjaments;;;;;20;Agroturisme;Alta;;DE LA VILLALONGA, S/N, POL. 4, PARCEL.LES 445 Y 442, S/N. 07100 SÓLLER, Mallorca;;
6;;EXPLOTACIONS TURISTIQUES SA BASSA NOVA, S.L. (B57369886);ES RAFAL NOU;0;AG/289;12/02/2016;Manacor;MANACOR;Allotjaments;;;;;12;Agroturisme;Alta;;Polígon 25, PARCEL·LA 1262, CAMÍ DE SON FANGOS. 07500 MANACOR, Mallorca;;
4;;GEBAB IMMOBILIEN GMBH & CO KG (N0111041J);SON BRUSQUE;;AG/290;12/02/2016;Sencelles;SENCELLES;Allotjaments;;;;;8;Agroturisme;Alta;;Polígon 4 PARCELAS CATASTRALES 94,203,204. 07140 SENCELLES, Mallorca;;
6;;Jose Miguel Segurado Parera;SA COVA D´EN BORINO;;AG/291;29/09/2017;Llucmajor;LLUCMAJOR;Allotjaments;;;;;20;Agroturisme;Alta;;Carrer SON MARRANO, KM 6.88 IZQ, S/N. 07620 LLUCMAJOR, Mallorca;;
