Unitats;UTM (X);Explotador/s;Denominació comercial;Superfície;Signatura;Inici d'activitat;Localitat;Municipi;Subgrup;Excepcions ratio turístic;Memoria descriptiva;Categoria;Hotel de ciutat;Places;Grup;Estat;UTM(Y);Direcció;longitude;latitude
319;518072.818308;IKOS PORTO PETRO, S.A.  (sociedad unipersonal) (A57113136);IKOS PORTO PETRO;;H/1225;25/06/1964;Portopetro;SANTANYÍ;Allotjaments;;;5 estrelles Gran Luxe;;759;Hotel;Alta;4356672.37068;Camí DES FAR, 12. 07691 Portopetro, SANTANYÍ, Mallorca;3.2097779747852604;39.35931501196794
25;453032.695682;CUPIDOR SL (B07653017);CUPID´OR;;H/1229;01/07/1964;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;46;Hotel;Alta;4376671.28708;CAPDELLA, 4. 07160 Peguera, CALVIÀ, Mallorca;2.453435784583672;39.53842250187246
83;;BROHER SLU (B07021496);Copaiba by Honne Hotels;;H/1238;01/01/1965;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;131;Hotel;Alta;;Carrer VILLAGARCIA DE AROSA, 24. 07610 Platja De Palma, PALMA, Mallorca;;
191;475327.746958;RESORTS MALLORCA HOTELS INTERNATIONAL, SL (B07993991);SUNPRIME WATERFRONT;;H/1239;03/04/1965;Can Pastilla;PALMA;Allotjaments;;;4 estrelles;;350;Hotel;Alta;4376308.93684;Carrer DELS PINS, 15. 07610 Can Pastilla, PALMA, Mallorca;2.7128950124251356;39.536087981174425
126;475478.31583;XEMA SA (A07101256);BQ AMFORA BEACH;;H/1240;01/01/1965;Can Pastilla;PALMA;Allotjaments;;;4 estrelles;;241;Hotel;Alta;4376402.18654;VOLANTI, 9. 07610 Can Pastilla, PALMA, Mallorca;2.714643684948615;39.5369325138109
106;519903.306275;MAR ORIENTAL SL (B07258627);ROCADOR;;H/1245;22/04/1965;Cala D´Or;SANTANYÍ;Allotjaments;;;3 estrelles;;184;Hotel;Alta;4358216.12842;MARQUES DE COMILLAS, 3, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.231070816839332;39.37318513639916
180;;HOTEL BONAVIDA, SL (B07024649);REINA DEL MAR;;H/1249;23/04/1965;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;342;Hotel;Alta;;Carrer MARIA ANTONIA SALVA, S/N. 07600 Arenal (L´), LLUCMAJOR, Mallorca;;
12;519803.691001;HOSTAL MISTRAL CALA DOR, C.B. (E16576605);BOUTIQUE HOSTAL MISTRAL;;H/1250;28/04/1965;Cala D´Or;SANTANYÍ;Allotjaments;;;2 estrelles;;27;Hostal residència;Alta;4358376.75681;Carrer BOULEVARD, 13. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2299190723787263;39.37463480204353
17;539416.41952;THE SEA CLUB CALA RATJADA, SL (B16516106);The Sea Club;;H/1252;21/04/1965;Cala Rajada;CAPDEPERA;Allotjaments;;;3 estrelles;;34;Hotel;Alta;4395829.55427;Avinguda D´AMÈRICA, 29. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
78;532940.499363;Hotels & Resorts Blue Sea Management, SL (B57817215);BLUE SEA CALA MILLOR-II;;H/1255;23/04/1965;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 estrelles;;152;Hotel;Alta;4383312.11862;Carrer CARAVEL·LES, 11. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3836663877963433;39.59891111145175
39;476148.730838;POINT SOUTH HOTELS SL (B07823636);Sauló by Puro;;H/1256;01/04/1965;Can Pastilla;PALMA;Allotjaments;;;4 estrelles;;66;Hotel;Alta;4376064.65802;Avinguda BARTOMEU RIUTORT, 51. 07610 Can Pastilla, PALMA, Mallorca;2.722457259566751;39.533910129846745
52;478644.450843;HOTEL MARINA ARENAL SA (A07212160);MARINA PLAYA DE PALMA;;H/1258;01/05/1965;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;99;Hotel;Alta;4373107.19228;Carrer CIUTAT DE TOKIO, 2. 07600 Platja De Palma, PALMA, Mallorca;2.751593113429355;39.50732770096676
69;478779.93134;HOTELES ORME SL (B57923211);TEIDE;;H/1264;01/01/1966;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;139;Hotel;Alta;4373191.23807;Carrer BARTOMEU CALAFELL, 7. 07600 Platja De Palma, PALMA, Mallorca;2.7531663239855537;39.508088350694834
35;519703.137536;INNER HOTELS SL (B16616997);RUPIT;;H/1266;12/05/1965;Cala D´Or;SANTANYÍ;Allotjaments;;;3 estrelles Superior;;68;Hotel;Alta;4358559.27082;Carrer BIENVENIDOS 12-14, 12. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2287570315141156;39.37628168227499
18;532121.952764;Toque del Mar, SL (B16617094);AMENA MAR;;H/1272;06/05/1965;Illot (L´);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;;;48;Casa d´hostes;Alta;4379954.9411;Carrer NEPTÚ, 6. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;3.3739701343327675;39.56869316271008
125;532865.839054;ILUSION HOTELS ILLES, SL (B57960163);Hotel Ilusion Vista Blava;;H/1275;01/01/1966;Cala Millor;SON SERVERA;Allotjaments;;;3 estrelles;;240;Hotel;Alta;4383853.78092;Carrer SES PLANES, 8. 07560 Cala Millor, SON SERVERA, Mallorca;3.3828236883376888;39.60379447720907
56;539416.41952;EXPLOTACIONES HOTELERAS GAMUNDI,SL (B57460354);BAVIERA;0;H/1280;06/05/1965;Cala Rajada;CAPDEPERA;Allotjaments;;;4 estrelles;;101;Hotel;Alta;4395829.55427;Carrer XUCLAMEL, 22. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
40;467736.73385;Summum Hotel Group, S.A. (A07221419);ZURBARAN;;H/129;01/01/1960;Palma;PALMA;Allotjaments;;;3 estrelles;;80;Hotel;Alta;4379479.2313;Carrer JOSEP VILLALONGA, 16. 07014 PALMA, Mallorca;2.6244078258097794;39.56440157673016
122;532634.594993;EXPLOTACIONS MESPO, SL (B57703142);LA SANTAMARIA PLAYA;;H/1292;01/01/1965;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 estrelles;;239;Hotel;Alta;4383020.10735;LLUM, 16. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.380089134612876;39.596291732468096
122;476976.955453;;GOLDEN PLAYA;4249;H/1297;02/06/1965;Platja De Palma;PALMA;Allotjaments;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;;4 estrelles;;238;Hotel;Alta;4375491.09899;MARBELLA,14-LAS MARAVILLAS, S/N. 07610 Platja De Palma, PALMA, Mallorca;2.732114567887025;39.528764725094106
30;478747.936286;Prestigio Mallorca, S.L. (B56354699);HOSTAL LEVEL;;H/1301;02/06/1965;Platja De Palma;PALMA;Allotjaments;;;1 estrella;;60;Hostal;Alta;4372994.03412;Carrer AMILCAR, 5. 07600 Platja De Palma, PALMA, Mallorca;2.752800454127329;39.50631065650578
10;524762.183362;BEDS & ROOMS PLAYAMAR S.L. (B57851909);DORADO;;H/1306;09/07/1965;Illot (L´);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;;;20;Casa d´hostes;Baixa temporal;4385136.27426;Carrer GREGAL (CALA MOREIA), 3. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;3.2884809771700825;39.61562278365187
29;467876.051502;MALLORCAMED, S.L. (B16531485);BONANY;;H/1311;15/05/1965;Palma;PALMA;Allotjaments;;;1 estrella;;55;Hostal residència;Alta;4379934.10554;Carrer ALMIRALL CERVERA, 5. 07014 PALMA, Mallorca;2.6260076399999845;39.56850535366363
37;478897.722144;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);NUBIA BAY;;H/1319;21/06/1965;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;64;Hotel;Alta;4373197.43593;CANONGE MATEU ROTGER, 23. 07600 PALMA, Mallorca;2.754536268495008;39.50814709725256
27;453273.430414;MIMAGO SL (B07622368);MORLANS GARDEN 2;;H/1320;01/01/1965;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;51;Hotel;Alta;4376550.5512;Carrer GAVINES, 9. Peguera, CALVIÀ, Mallorca;2.4562456133527664;39.53734779624491
229;478802.361298;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);CARIBBEAN BAY;;H/1324;15/07/1965;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;437;Hotel;Alta;4372455.10328;Carrer TRENCADORS, 48. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.7534506684940854;39.501455968893886
35;455817.568945;4U Hotels SL (B16641094);4U Miranda;;H/1325;21/06/1965;Santa Ponça;CALVIÀ;Allotjaments;;;3 estrelles;;62;Hotel;Alta;4374133.47095;Via PUIG BLANCH, 12. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4860110431462186;39.515704196672324
192;478395.805363;SATURNO HOTELS SL (B07873193);OBELISCO;;H/1327;01/01/1965;Platja De Palma;PALMA;Allotjaments;;;4 estrelles Superior;;336;Hotel;Alta;4374540.11973;DE LAS MARAVILLAS, CANTÓ AMB CARRER CANYES, S/N. 07600 PALMA, Mallorca;2.7486543828135632;39.52023283977622
36;533645.085955;CALA BONA SA (A07033673);CALA AZUL;;H/1328;01/01/1968;Cala Bona;SON SERVERA;Allotjaments;;;4 estrelles;;63;Hotel;Alta;4385117.81678;Avinguda ENGINYER ANTONI GARAU ROCA, 17. 07559 Cala Bona, SON SERVERA, Mallorca;3.391964432867433;39.61515343261232
210;511474.252842;EDIFICACIONES LA TORRETA SL (B07021827);EIX ALCUDIA HOTEL;;H/1329;25/06/1965;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;4 estrelles;;404;Hotel;Alta;4410337.59676;TEODOR CANET, 43. 07410 ALCÚDIA, Mallorca;3.134115644402713;39.84297298679203
140;510533.656061;EXPLOTACIONES PLAYAS MORE SL (B07265259);MORE;;H/1333;01/01/1965;Alcúdia;ALCÚDIA;Allotjaments;;;3 estrelles;;267;Hotel;Alta;4412601.3802;TIRANT LO BLANC, 8. 07400 ALCÚDIA, Mallorca;3.1231580464833573;39.863381889004174
24;522342.159997;EXPLOTACIONES ROIG SL (B07991375);SAN FRANCISCO;;H/1336;02/06/1965;Portocolom;FELANITX;Allotjaments;;;1 estrella;;43;Hostal residència;Alta;4362813.36476;ORADA, 3. 07670 Portocolom, FELANITX, Mallorca;3.259538282395953;39.41454957409103
66;463499.415596;Donna Hotel Portals, S.L. (B56711252);THE DONNA PORTALS;;H/1338;12/07/1965;Portals Nous;CALVIÀ;Allotjaments;;;5 estrelles;;150;Hotel;Alta;4376082.45788;Carrer FALCONER, 19. 07015 Portals Nous, CALVIÀ, Mallorca;2.575267016928603;39.53362589122282
8;523887.231067;Petit Hotel Rocamar SL (B16566697);Petit Rocamar;;H/1341;31/03/1965;Colònia De Sant Pere;ARTÀ;Allotjaments;;;1 estrella;;15;Hostal;Alta;4398690.37567;Carrer SANT MATEU, 9 lletra A. 07579 Colònia De Sant Pere, ARTÀ, Mallorca;3.278778372213959;39.73777280895542
27;539416.41952;ESTEVA LLITERAS S.L. (B16500480);ENCARNA LLITERAS;;H/1346;21/06/1965;Cala Rajada;CAPDEPERA;Allotjaments;;;1 estrella;;49;Hotel;Alta;4395829.55427;Carrer REYES CATÓLICOS, 21. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
35;539416.41952;ESTEVA LLITERAS S.L. (B16500480);LLITERAS;;H/1354;18/06/1965;Cala Rajada;CAPDEPERA;Allotjaments;;;1 estrella;;67;Hotel;Alta;4395829.55427;REIS CATOLICS, 26. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
34;478871.744965;VINCE HOTEL, CB (E57807877);FAMOUS;;H/1372;27/08/1965;Arenal (L´);LLUCMAJOR;Allotjaments;;;1 estrella;;56;Hostal;Alta;4372554.23471;Carrer SAN CRISTOBAL, 38. 07620 Arenal (L´), LLUCMAJOR, Mallorca;2.754254515925678;39.50235090063534
7;475650.860236;Margarita Jofre Trias;CASA MARGARITA TRIAS;;H/1378;11/06/1965;Sóller;SÓLLER;Allotjaments;;;;;15;Casa d´hostes;Alta;4401733.95289;Carrer REIAL, 3. 07100 SÓLLER, Mallorca;2.715718239220827;39.765182609878906
230;;HOTEL PLAYA DEL MORO SA (A07008543);SENTIDO CASTELL DE MAR;;H/1380;25/09/1965;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;4 estrelles;;433;Hotel;Alta;;Carrer BONANÇA, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;
82;;ILUSION HOTELS ILLES, SL (B57960163);HOTEL ILUSION MOREYO;3871;H/1381;01/01/1965;Cala Bona;SON SERVERA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;;164;Hotel;Alta;;MARITIMO, 8. 07559 Cala Bona, SON SERVERA, Mallorca;;
52;523971.53081;AROCIC INVESTMENTS SL (B88024302);HOTEL VALPARAISO BY PETIT PALACE;0;H/1393;01/01/1966;Cala Murada;MANACOR;Allotjaments;;;4 estrelles;;100;Hotel;Alta;4367336.65094;Carrer ARAGO, 28. 07688 Cala Murada, MANACOR, Mallorca;3.2786280171856057;39.455263221649794
22;519766.16779;ESENA DE MARINA SL (B07818693);IROCO HOSTAL;;H/1407;27/07/1965;Cala D´Or;SANTANYÍ;Allotjaments;;;1 estrella;;42;Hostal;Alta;4358458.14922;BOULEVARD, 29. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.229485835611485;39.37536906480795
21;470334.003453;;CENTRAL;;H/142;01/01/1942;Palma;PALMA;Allotjaments;;;;;36;Casa d´hostes;Baixa temporal;4380119.98995;Carrer TRAVESSA D´EN BALLESTER, 12. 07002 PALMA, Mallorca;2.6546147077361852;39.57026879378394
32;453288.226066;MIMAGO SL (B07622368);MORLANS GARDEN 3;;H/1426;01/01/1966;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;64;Hotel;Alta;4376466.7895;DE PAGUERA, 69. 07160 Peguera, CALVIÀ, Mallorca;2.4564236688641055;39.53659389876171
92;452781.799615;ALLTOURS ESPAÑA SL (B35379841);Allsun Hotel Paguera Vera Beach;0;H/1427;01/01/1966;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;176;Hotel;Alta;4376772.30524;Carrer PALMIRA, 10. 07160 Peguera, CALVIÀ, Mallorca;2.4505090252589334;39.5393189211182
42;;MIMAGO SL (B07622368);Morlans Garden 5;0;H/1428;01/01/1966;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;80;Hotel;Alta;;GAVINES,10, S/N. 07160 Peguera, CALVIÀ, Mallorca;;
54;513153.8722;CUZCO RESORT SL (B07745672);JS HOTEL SOL DE CAN PICAFORT;;H/1434;01/01/1966;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 estrelles;;102;Hotel;Alta;4401869.42428;Passeig COLON, 88. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.153577800028471;39.76664976382743
59;513131.966388;GALAXIA TURISTICA SL (B07615412);GALAXIA;;H/1435;04/04/1966;Can Picafort;SANTA MARGALIDA;Allotjaments;;;1 estrella;;117;Hotel;Alta;4401875.41694;COLON, 91. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.153322159738303;39.76670409663035
475;478387.245538;RIUSA II SA (A07632474);RIU PLAYA PARK;0;H/1439;14/04/1966;Platja De Palma;PALMA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;;950;Hotel;Alta;4374343.72318;Carrer PARE BARTOMEU SALVA, 15. 07610 Platja De Palma, PALMA, Mallorca;2.7485611783885795;39.51846300031219
41;539416.41952;BARTOLOME GILI SOLER;VISTA SOL;0;H/1445;01/01/1968;Cala Rajada;CAPDEPERA;Allotjaments;;;1 estrella;;79;Hotel;Alta;4395829.55427;MESTRE VICENS NADAL, 65. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
80;452747.776068;SIDEHOTELES SL (B57512642);BQ PAGUERA BOUTIQUE HOTEL;2004;H/1451;10/05/1966;Peguera;CALVIÀ;Allotjaments;1;;4 estrelles;;160;Hotel;Alta;4376853.54709;Carrer PALMIRA, 29. 07160 Peguera, CALVIÀ, Mallorca;2.450107324758214;39.54004904625701
15;452651.928102;VITUR 2015, S.L. (E57928723);CRETA;;H/1452;01/01/1966;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;27;Hotel;Alta;4376587.60412;EUCALIPTUS, 2. 07160 Peguera, CALVIÀ, Mallorca;2.4490108991128636;39.53764759058532
163;;HOTEL AMAPOLA, SL (B07027139);THE SEA HOTEL;;H/1454;01/05/1966;Can Picafort;SANTA MARGALIDA;Allotjaments;;;4 estrelles;;321;Hotel;Alta;;PERE ALCÀNTARA PENYA, 2;;
78;506740.221711;BELLAUBA HOTELES Y APARTAMENTOS SL (B07998677);ROMANTIC;;H/1455;19/04/1966;Port De Pollença;POLLENÇA;Allotjaments;;;3 estrelles;;152;Hotel;Alta;4416450.60857;Passeig LONDRES, 46. 07470 Port De Pollença, POLLENÇA, Mallorca;3.0788454985550087;39.89810197153649
16;512724.2052645;LAUMAE GARRIDO, SL (B16573651);VENT I MAR;;H/1456;15/11/1966;Can Picafort;SANTA MARGALIDA;Allotjaments;;;2 estrelles;;43;Hotel;Alta;4402001.229125;Avinguda JOSEP TRIAS, 1. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.14856379995278;39.76784387265097
127;;RESA PLUS, S.L. (B57389694);HOTEL ANKAA;0;H/1461;16/05/1966;Portocristo;MANACOR;Allotjaments;Regularització de places que finalment s´ha d´autoritzar;;4 estrelles;;236;Hotel;Alta;;Carrer DE LES COVES S/N, sn. 07680 Portocristo, MANACOR, Mallorca;;
40;519766.16779;ANTARESDOR SL (B57943763);ANTARES;;H/1462;15/05/1966;Cala D´Or;SANTANYÍ;Allotjaments;;;1 estrella;;76;Hotel;Alta;4358458.14922;Carrer BOULEVARD  D´OR, 23. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.229485835611485;39.37536906480795
50;498950.210116;HOTEL ES COTO SL (A07105091);Boutique Hotel El Coto;0;H/1463;01/01/1966;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;5 estrelles;;102;Hotel;Alta;4352714.08618;Carrer PRIMAVERA, 8. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.987820848680955;39.32383602155436
100;532986.980109;Hotels & Resorts Blue Sea Management, SL (B57817215);BLUE SEA CALA MILLOR - I;;H/1471;01/01/1966;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 estrelles;;193;Hotel;Alta;4383303.24371;Carrer CARAVEL-LES (URB. SON MORO), 4. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.384207307642993;39.5988293576809
75;499446.663245;HOTEL CABRERA SA (A07025364);ISLA DE CABRERA;;H/1474;01/01/1966;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;3 estrelles;;144;Hotel;Alta;4352454.73669;ROCIO, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.993580669839182;39.321499520540705
140;478672.33646;ALLTOURS ESPAÑA SL (B35379841);ALLSUN  HOTEL MARENA BEACH;0;H/1477;01/01/1974;Platja De Palma;PALMA;Allotjaments;Regularització de places que finalment s´ha d´autoritzar;;4 estrelles;;270;Hotel;Alta;4372991.09782;Carrer AMILCAR, 1. 07600 Platja De Palma, PALMA, Mallorca;2.751921194609182;39.50628232601571
107;519999.653386;HOTELES GAVIMAR SA (A07063134);COSTA DEL SUR;;H/1480;17/12/1968;Cala D´Or;SANTANYÍ;Allotjaments;;;3 estrelles;;193;Hotel;Alta;4358380.73507;Avinguda ELS RAVELLS, 2. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2321942793843705;39.374666131598765
324;478090.085545;SUN CLUB EL DORADO, S.A. (A07090806);SUN CLUB EL DORADO;;H/1482;01/10/1966;Llucmajor;LLUCMAJOR;Allotjaments;;;2 estrelles;;660;Hotel;Alta;4363204.62543;PREDIO TOLLERICH CTRA.CABO BLANCO KM. 11, S/N. 07620 LLUCMAJOR, Mallorca;2.7454700420161617;39.41808616973128
94;476305.012046;HOTEL EDEN PALMA PLAYA, S.L. (B64568207);EDEN PALMA PLAYA;;H/1485;01/01/1966;Can Pastilla;PALMA;Allotjaments;;;3 estrelles;;182;Hotel;Alta;4375981.46278;Carrer POLLACRA (PLAYA DE PALMA), 1. 07610 Can Pastilla, PALMA, Mallorca;2.7242787546802765;39.533164833127245
135;539416.41952;EXPLOTACIONES VAQUER SL (B07751985);CAPRICHO;;H/1489;01/01/1966;Cala Rajada;CAPDEPERA;Allotjaments;;;4 estrelles;;262;Hotel;Alta;4395829.55427;Carrer SERRETA, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
28;470229.328581;VARSOVIA HOSTELERIA SL (B07843576);COSTA BRAVA;;H/149;01/03/1956;Palma;PALMA;Allotjaments;;;;;42;Casa d´hostes;Alta;4380351.90964;Carrer MARTI FELIU, 16. 07002 PALMA, Mallorca;2.6533856495591546;39.5723548328
14;527705.286424;HOTEL VILLA MIEL SL (B07655921);VILLA MIEL;;H/1492;01/01/1966;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;2 estrelles;;28;Hotel;Alta;4381682.2492;CRISTÒFOL COLOM, 92. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3226233987130405;39.58441084603002
108;532940.499363;COMPAÑIA HOTELERA BIKINI SA (A07014822);BIKINI;;H/1493;01/01/1966;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 estrelles;;208;Hotel;Alta;4383312.11862;Carrer CARABELA (URBANITZACIÓ SON MORO), 9. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3836663877963433;39.59891111145175
34;507348.686488;ARRENDAMIENTOS Y EXPLOTACIONES POLLENTIA, SL (B07688591);BAHIA;;H/1494;09/05/1966;Port De Pollença;POLLENÇA;Allotjaments;;;3 estrelles;;68;Hotel;Alta;4417734.6969;VORA MAR, 29. 07470 POLLENÇA, Mallorca;3.085977626142433;39.90966647626949
163;;RESORTS MALLORCA HOTELS INTERNATIONAL, SL (B07993991);CLUB JET TOURS ALCUDIA;;H/1495;10/06/1966;Alcúdia;ALCÚDIA;Allotjaments;;;3 estrelles;;296;Hotel;Alta;;ES MORER VERMELL, S/N, S/N. 07409 ALCÚDIA, Mallorca;;
23;539416.41952;DISTRIBUCIONS ALIMENTARIES D´AQUI SL (B57070278);EL GOLEA;;H/1496;01/01/1966;Cala Rajada;CAPDEPERA;Allotjaments;;;2 estrelles;;37;Hostal residència;Alta;4395829.55427;Plaça MARINES S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
189;533621.682439;ARC DE TRIOMF, SL (B17597121);CATALONIA DEL MAR;;H/1497;01/01/1966;Cala Bona;SON SERVERA;Allotjaments;;;4 estrelles;;316;Hotel;Alta;4385091.51542;DEL MOLL, 15. 07559 Cala Bona, SON SERVERA, Mallorca;3.391690452829318;39.61491737184455
347;522402.163666;HOTEL AMAPOLA, SL (B07027139);CLUB CALA MARSAL;;H/1501;10/05/1966;Portocolom;FELANITX;Allotjaments;;;4 estrelles;;630;Hotel;Alta;4362639.51993;Carrer CALA MARÇAL, 11. 07670 Portocolom, FELANITX, Mallorca;3.260229486308518;39.41298156688364
247;452537.947012;MITTENWALD SA (A07016025);VALENTIN PARK CLUB HOTEL;;H/1510;25/03/1966;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;469;Hotel;Alta;4376937.00597;LUZ, 5, S/N. 07160 Peguera, CALVIÀ, Mallorca;2.4476596073391197;39.54078944176202
217;535581.6;INMOBILIARIA EUROTEL SA (A28257624);HIPOTELS EUROTEL PUNTA ROTJA;;H/1514;12/12/1966;Costa De Son Jordi;SON SERVERA;Allotjaments;;;4 estrelles;;413;Hotel;Alta;4387468.64;COSTA DE LOS PINOS (EDIFICI EUROTEL), S/N. 07559 Costa De Son Jordi, SON SERVERA, Mallorca;3.414650639966586;39.636256399218816
92;478998.627947;ALCAHOTEL SL (B07747918);COSTA MEDITERRANEO;;H/1523;01/01/1966;Arenal (L´);LLUCMAJOR;Allotjaments;;;2 estrelles;;166;Hotel;Alta;4372005.15033;GIRONA, 11. 07620 Arenal (L´), LLUCMAJOR, Mallorca;2.755747613299522;39.49740648597693
24;519664.666571;Puntetes Cala d´Or, S.L. (B70858402);SES PUNTETES;;H/1525;01/01/1966;Cala D´Or;SANTANYÍ;Allotjaments;;;3 estrelles;;45;Hotel;Alta;4358629.42711;Avinguda BENVINGUTS, 20. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2283124390327056;39.376914716844105
69;462318.912464;Jardí Blau, S.L. (B07766777);H10 PUNTA NEGRA;;H/1527;07/07/1966;Costa D´En Blanes;CALVIÀ;Allotjaments;;;4 estrelles;;128;Hotel;Baixa temporal;4376851.14465;Carretera ANDRATX,KM.12- DE PUNTA NEGRA, S/N. 07181 Costa D´En Blanes, CALVIÀ, Mallorca;2.5614870814855335;39.54050095572295
42;514796.074065;MARGARITA CAMPS AMENGUAL;ROCAMAR;;H/1532;03/05/1966;Cala Figuera;SANTANYÍ;Allotjaments;;;2 estrelles;;82;Hotel;Alta;4353362.20305;JUAN SEBASTIAN ELCANO,34, S/N. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.17167076906367;39.32955015420419
186;478520.51575;HOTEL HISPANIA SA (A07015803);HISPANIA;;H/1548;01/01/1967;Platja De Palma;PALMA;Allotjaments;;;4 estrelles;;346;Hotel;Alta;4373409.49995;AIGUAMARINA, 3. 07600 PALMA, Mallorca;2.750141762458107;39.51004854976095
26;478694.994603;ISLAND COMMUNITY, S.L. (B16534257);Das Hostal El Arenal;;H/1549;02/08/1966;Arenal (L´);PALMA;Allotjaments;;;1 estrella;;50;Hostal residència;Alta;4373346.12233;Carrer RAFAEL RAMIS TUGORES, 13. 07600 Arenal (L´), PALMA, Mallorca;2.7521733834567925;39.509481830975574
91;478737.078018;XEMA SA (A07101256);BQ CARMEN PLAYA;;H/1553;01/11/1966;Platja De Palma;PALMA;Allotjaments;;;4 estrelles;;174;Hotel;Alta;4373425.21545;Carrer FERRAN ALÇAMORA, 32. 07600 Platja De Palma, PALMA, Mallorca;2.752660380046878;39.51019554055688
16;519733.213971;INNER HOTELS SL (B16616997);INNER Hostal Es Molí;;H/1554;01/01/1968;Cala D´Or;SANTANYÍ;Allotjaments;;;2 estrelles;;32;Hostal residència;Alta;4358302.41892;Carrer ANDREU ROIG S/N, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.229098657308684;39.37396657905791
29;511626.723864;BAHIA RENTALS ENT S/PJ (E01826510);VISTA ALEGRE;;H/1565;21/06/1966;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;1 estrella;;55;Hostal residència;Alta;4410112.88874;Passeig MARITIM, 10. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.135893790799311;39.84094628824874
30;533584.451321;CALA BONA SA (A07033673);PERGOLA;;H/1567;26/08/1966;Cala Bona;SON SERVERA;Allotjaments;;;3 estrelles;;60;Hotel;Alta;4385043.27884;ENGINYER A. GARAU, 11. 07559 Cala Bona, SON SERVERA, Mallorca;3.391254275395967;39.614484212451195
